zoneName,zoneNumber,mobNumber,mobName,mobKeywords,mobShortDesc,mobLongDesc,actionFlags,affectedByFlags,mobAlignment,mobLetter,mobLevel,mobHitroll,mobArmor,mobHPDieNumber,mobHPDieSize,mobHPBaseNumber,mobHPMinValue,mobHPMaxValue,mobHPAverage,mobHPAffective,mobDamDieNumber,mobDamDieSize,mobDamBaseNumber,mobDamMinValue,mobDamMaxValue,mobDamAverage,mobDamAffective,mobHitCount,mobEXP,mobCoins,mobCoinEXP,mobTotalExp,mobExpPerEffectiveHP,mobPosition,mobDefaultPosition,mobSex,mobClass,mobImmune,NoSpecialAttackLines,attackType,attackTarget,attackPercent,attackSpell,mobHitType,mobAct2Flags,mobAffectedBy2Flags,mobImmune2Flags
The Abyss revamp by Solmyr,250,25015," the Neo-Otyugh"," Neo Otyugh"," A large, disgusting, vile creature stands here, smelling putrid. "," This creature is covered with a slime like substance, many tentacles protrude from its disgusting body. ",SENTINEL SCAVENGER ISNPC AGGRESSIVE,SANCTUARY,-1000,Y,20,0,0,3,10,600,603,630,616.5,1233,3,6,1,4,19,11.5,11.5,1,60000,1000,333,60333,48,Standing,Standing,neutral,Animal,,0,,,,,0,,,
The Abyss revamp by Solmyr,250,25016," a Shadow Daemon"," shadow daemon"," A shadowy figure stands here, looking you over with greed. "," This creature has almost no form, it looks like some sort of shadow with wings. ",SCAVENGER ISNPC AGGRESSIVE,DETECT-INVISIBLE,-1000,Y,18,3,-2,8,10,600,608,680,644,644,4,4,6,10,22,16,16,1,45000,500,166,45166,70,Standing,Standing,neutral,Greater Undead,,0,,,,,0,,,
The Abyss revamp by Solmyr,250,25017," The Gatekeeper"," gatekeeper gate keeper"," A huge warrior stands here, guarding the portal beyond. "," He is a huge man. His strong, muscular body stands about 8 feet tall. He guards the portal beyond him angrily. ",SPEC SENTINEL ISNPC,SANCTUARY,-1000,Y,30,-8,5,25,10,2000,2025,2250,2137.5,4275,2,8,25,27,41,34,34,1,120000,10000,3333,123333,28,Standing,Standing,neutral,Human,,0,,,,,0,,,
The Abyss revamp by Solmyr,250,25018," The water prince"," elemental water prince"," The prince of water elementals flows here "," He looks like a giant wave, about to swoop down upon you. ",SPEC SENTINEL ISNPC,SANCTUARY,0,Y,51,-9,-6,12,8,3000,3012,3096,3054,6108,7,8,90,97,146,121.5,121.5,1,240000,30000,10000,250000,40,Standing,Standing,male,Lesser Elemental,,0,,,,,0,,,
The Abyss revamp by Solmyr,250,25019," The Earth King"," earth elemental king"," The King of earth elementals stands here.. cower fool! "," It is a large stone figure, emitting coldness. ",SPEC SENTINEL ISNPC,SANCTUARY,0,Y,51,-9,-8,10,100,5000,5010,6000,5505,11010,5,10,70,75,120,97.5,97.5,1,240000,30000,10000,250000,22,Standing,Standing,male,Lesser Elemental,,0,,,,,0,,,
The Abyss revamp by Solmyr,250,25020," The lord of Air"," air elemental lord"," A huge tornado is squeezed into this impossibly small space. "," This huge tornado picks up and devours everything in its path. ",SPEC SENTINEL ISNPC,DETECT-INVISIBLE,0,Y,49,-10,-10,12,8,3000,3012,3096,3054,3054,5,10,90,95,140,117.5,117.5,1,260000,30000,10000,270000,88,Standing,Standing,male,Lesser Elemental,,0,,,,,0,,,
The Abyss revamp by Solmyr,250,25021," The Sultan of Fire"," fire elemental sultan"," The Sultan of fire elementals stands before you, making you feel crisp. "," The Sultan has a vaguely man-shaped form and consumes everything in his fiery wake. ",SPEC SENTINEL ISNPC,DETECT-INVISIBLE,0,Y,51,-15,-7,12,8,2500,2512,2596,2554,2554,10,10,150,160,250,205,205,1,260000,100000,33333,293333,114,Standing,Standing,male,Lesser Elemental,,0,,,,,0,,,
The Abyss revamp by Solmyr,250,25022," The goblin king"," king goblin"," The goblin king is here. "," He looks like david bowie ",SPEC ISNPC,DETECT-INVISIBLE,-351,Y,18,3,-2,1,8,700,701,708,704.5,704.5,5,4,3,8,23,15.5,15.5,1,54000,5000,1666,55666,79,Standing,Standing,male,Humanoid,,0,,,,,0,,,
The Abyss revamp by Solmyr,250,25023," A goblin cannon"," goblin cannon"," A goblin cannon is here, warming up "," He looks like a tank ",SENTINEL ISNPC,SANCTUARY,-351,Y,30,2,-10,50,10,1000,1050,1500,1275,2550,1,100,1,2,101,51.5,51.5,1,300000,50000,16666,316666,124,Standing,Standing,neutral,Automaton,,0,,,,,0,,,
The Abyss revamp by Solmyr,250,25024," A gatling goblin"," goblin gatling"," A gatling goblin is here!  Duck! "," He looks like a walking gatling gun ",SENTINEL ISNPC,,-351,Y,20,8,0,10,10,1000,1010,1100,1055,1055,1,40,1,2,41,21.5,21.5,1,60000,5000,1666,61666,58,Standing,Standing,neutral,Automaton,,0,,,,,0,,,
The Abyss revamp by Solmyr,250,25025," An acid blob"," acid blob"," An acid blob is here "," he looks like a big blob of acid ",SENTINEL ISNPC,,0,Y,10,10,0,5,2,80,85,90,87.5,87.5,1,10,1,2,11,6.5,6.5,1,10000,10,3,10003,114,Standing,Standing,neutral,Lesser Elemental,,0,,,,,0,,,
The Abyss revamp by Solmyr,250,25026," A giant acid blob"," acid blob giant"," A giant acid blob is here "," he looks like a huge blob of acid ",SENTINEL ISNPC,,0,Y,34,-12,-5,5,2,2000,2005,2010,2007.5,2007.5,35,3,50,85,155,120,120,1,360000,20000,6666,366666,182,Standing,Standing,neutral,Lesser Elemental,,0,,,,,0,,,
The Abyss revamp by Solmyr,250,25030," A vrock"," demon vrock"," A Vrock stands here "," This creature resembles both human and vulture. It is a very ugly sight. ",SCAVENGER ISNPC AGGRESSIVE,DETECT-INVISIBLE,-666,Y,16,4,0,10,10,1500,1510,1600,1555,1555,1,6,15,16,21,18.5,18.5,1,45000,0,0,45000,28,Standing,Standing,neutral,Lesser Demon,,0,,,,,0,,,
The Abyss revamp by Solmyr,250,25031," A hezrou"," demon hezrou"," A demon Hezrou stands here. "," This is a humanoid creature with black skin and a toad-like face. ",SCAVENGER ISNPC AGGRESSIVE,DETECT-INVISIBLE,-666,Y,17,3,-2,10,2,1400,1410,1420,1415,1415,1,6,15,16,21,18.5,18.5,1,48000,4000,1333,49333,34,Standing,Standing,neutral,Lesser Demon,,0,,,,,0,,,
The Abyss revamp by Solmyr,250,25032," A glabrezu"," demon glabrezu"," A demon Glabrezu stands here "," This is a large four-armed creature with a dog's head with horns. ",SCAVENGER ISNPC AGGRESSIVE,DETECT-INVISIBLE,-666,Y,18,2,-4,10,5,1200,1210,1250,1230,1230,1,8,15,16,23,19.5,19.5,1,50000,0,0,50000,40,Standing,Standing,neutral,Lesser Demon,,0,,,,,0,,,
The Abyss revamp by Solmyr,250,25033," Nalfeshnee"," demon nalfeshnee"," Nalfeshnee stands here "," This creature resembles both an ape and a boar and is winged with a couple of very small wings. ",SCAVENGER ISNPC AGGRESSIVE,DETECT-INVISIBLE,-666,Y,40,-4,-4,10,10,2000,2010,2100,2055,2055,1,10,30,31,40,35.5,35.5,1,400000,0,0,400000,194,Standing,Standing,neutral,Lesser Demon,,0,,,,,0,,,
The Abyss revamp by Solmyr,250,25034," Marilith"," demon marilith"," Marilith slithers here "," This six-armed creature has the upper body of a woman and a long and powerful snake's tail. In each hand it wields a sword. ",SCAVENGER ISNPC AGGRESSIVE,DETECT-INVISIBLE DUAL,-666,Y,42,-10,-6,20,10,2500,2520,2700,2610,2610,10,4,20,30,60,45,58.5,1.3,400000,4000,1333,401333,153,Standing,Standing,female,Lesser Demon,,0,,,,,0,,,
The Abyss revamp by Solmyr,250,25035," Balor"," demon balor"," Balor stands here, surrounded by electrical fire "," This powerful creature has bull horns and clawed hands. Flame surrounds its dark skin and it is wielding a sword and a flaming whip. ",SENTINEL SCAVENGER ISNPC AGGRESSIVE,DETECT-INVISIBLE SANCTUARY,-666,Y,47,-13,-12,10,50,4000,4010,4500,4255,8510,3,15,110,113,155,134,134,1,800000,250000,83333,883333,103,Standing,Standing,male,Humanoid,,0,,,,,0,,,
The Abyss revamp by Solmyr,250,25040," The Death Lord"," death lord"," The Death Lord stands here, ready to fight. "," This creature is the result of a powerful mage, animating the dead remains of a once mighty warrior. Its eyes glimmer and are fixed coldly upon you. ",SPEC SENTINEL SCAVENGER ISNPC,SANCTUARY SPHERE DODGE DUAL FURY,-1000,Y,50,-15,-12,30,10,6000,6030,6300,6165,12330,15,8,40,55,160,107.5,279.5,1.3,700000,300000,100000,800000,64,Standing,Standing,neutral,Lesser Undead,,0,,,,,0,,,
The Abyss revamp by Solmyr,250,25050," a Killer Bee"," killer bee"," A tremendous Killer Bee buzzes in to stab you in the throat! "," Goddam, that stinger is huge!  Oh man, it's dripping poison, too...what are these killer bees doing up here is your last thought as the bee stabs you in the throat with its stinger... ",SCAVENGER ISNPC AGGRESSIVE FLY,INFRAVISION,0,Y,32,-12,10,10,20,3000,3010,3200,3105,3105,10,25,100,110,350,230,230,1,1,1,0,1,0,Standing,Standing,male,Insectoid,,0,,,,,0,NO-TOKEN,,
"The Archaic Caverns of Millenias Past, by Luthien",143,14300," a Ferocious Black Worm"," ferocious black worm"," a Ferocious Black Worm slithers about, looking for its next meal! "," Covered in a thick scaly hide, this Ferocious Black Worm is well protected from the perils of the surrounding environment. Its hide is completely black, and its fangs are stained and yellow. Its eyes reflects the light from your torch, making them glisten and shine like the stars in the sky... ",ISNPC AGGRESSIVE STAY-ZONE MEMORY,INVISIBLE SPHERE DODGE INVUL,-450,Y,49,-20,-5,1,1,6499,6500,6500,6500,6500,1,1,299,300,300,300,300,1,1175000,0,0,1175000,180,Standing,Standing,neutral,Invertibrate,CHARM SUMMON,1," BITE"," RAN_ROOM"," 20"," ",0,NO-TOKEN,,FEAR STEAL
"The Archaic Caverns of Millenias Past, by Luthien",143,14301," a Carapaced Cave Serpent"," carapaced cave serpent"," a Carapaced Cave Serpent creeps about, stalking its prey... "," This quite astonishing Serpent is extremely large, and its scaly body is nearly fossilized. Its color is a dirty grey, and moss grows uncon- trolably on its back. This old cave- dweller is surely a remnant of the past. Its eyes does not blink, and appears as almost blood-red rubies as they twinkle and sparkle whenever light hits their surface. ",ISNPC AGGRESSIVE STAY-ZONE MEMORY,INVISIBLE SPHERE INFRAVISION DODGE,-50,Y,50,-20,-5,1,1,6999,7000,7000,7000,7000,1,1,459,460,460,460,460,1,1505000,0,0,1505000,215,Standing,Standing,neutral,Reptile,SUMMON PIERCE,1," BITE"," RAN_GROUP"," 20"," ",0,NO-TOKEN,,FEAR
"The Archaic Caverns of Millenias Past, by Luthien",143,14302," a Translucent Spectral Wyrm"," translucent spectral wyrm"," a Translucent Spectral Wyrm slithers here, hiding in plain sight! "," This large Wyrm appears to have evolved in complete isolation from the world above. It has lost all forms of pigmentation, and judging from its milky white eyes you'd guess that it is blind as well. Its sleek scaly body is transparent like crystal glass, and its innards are all glowing with a pale purple hue. Through the translucent hide you can see all of its glass-like bones and its cranium, as the light refracts through its bones and soft tissue. ",ISNPC AGGRESSIVE STAY-ZONE MEMORY,INVISIBLE DETECT-INVISIBLE DETECT-MAGIC SENSE-LIFE PROTECT-EVIL DODGE,0,Y,50,-20,0,1,1,6999,7000,7000,7000,7000,1,1,679,680,680,680,680,1,2205000,0,0,2205000,315,Standing,Standing,neutral,Invertibrate,,1," BITE"," RAN_ROOM"," 20"," ",0,NO-TOKEN,,
"The Archaic Caverns of Millenias Past, by Luthien",143,14303," a Daemonic Pit Viper"," daemonic pit viper"," a Daemonic Pit Viper is coiled on the ground, ready to rip you to shreds! "," This enormous Reptile cannot possibly be from this world! Its skin, bright red and its razor sharp scales adorning its sleek and muscular body makes this Fiend of a Pit Viper look as if its origins were from the burning pits if Hell itself! Its large fangs are stained yellow and brown, and its very breath is a whiff of sulfur! It would appear that this Viper also possesses primitive arms with sharp claws on its shriveled and twisted fingers. As this Daemonic creature looks straight into your eyes you feel a sharp sting in your chest. Its gaze penetrates you completely, making you feel weak and vulnerable... ",ISNPC AGGRESSIVE,INVISIBLE DETECT-INVISIBLE DETECT-MAGIC SENSE-LIFE SPHERE INFRAVISION DODGE,-700,Y,51,-19,-15,1,1,6999,7000,7000,7000,7000,1,1,879,880,880,880,880,1,3150000,0,0,3150000,450,Standing,Standing,neutral,Greater Demon,CHARM SUMMON,4," BITE CLAW DISARM SPELL CAST"," RAN_GROUP RAN_GROUP BUFFER RAN_GROUP"," 20 20 15 10","    hell_fire",0,NO-TOKEN,,FEAR TAUNT STEAL
"The Archaic Caverns of Millenias Past, by Luthien",143,14304," a Brimstone Shadow"," a Brimstone Shadow"," a Brimstone Shadow drifts back and forth inbetween the rocky landscape. "," Before your eyes appears a dust devil made up of soot and sulfur. It seems to fade in and out if existence as if its not really there. ",ISNPC AGGRESSIVE STAY-ZONE,DETECT-ALIGNMENT DETECT-INVISIBLE DETECT-MAGIC SENSE-LIFE PROTECT-EVIL INFRAVISION PROTECT-GOOD IMINV,-1000,Y,50,-20,-6,1,1,6665,6666,6666,6666,6666,1,1,1331,1332,1332,1332,1332,1,3996000,666,222,3996222,599,Standing,Standing,neutral,Greater Demon,SLEEP CHARM CLAIR SUMMON,1," SPELL CAST"," RAN_GROUP"," 15"," ",0,NO-TOKEN,,LOCATE FEAR TAUNT
The Canticle,13,1301," The Rook"," rook"," A Rook, warrior of the light stands his guard. "," You stand in the presence of one of the storied heroes of the Light Crusades, of a time now vanished from our world.  This noble warrior wears his tarnished golden armor with pride, re-living the exploits of his past.  Banished now to patrol the halls of the Canticle, the Rook vigilantly performs his duty, protecting the overlord and the artifacts he protects. ",SCAVENGER ISNPC STAY-ZONE,,0,Y,14,13,5,10,45,120,130,570,350,350,3,4,3,6,15,10.5,10.5,1,46000,3200,1066,47066,134,Standing,Standing,male,Warrior,,0,,,,,0,,,
The Canticle,13,1302," The Old Frump"," frump"," An Old Frump hobbles past you, leaning heavily on her cane. "," This pitiful old maid hobbles around the kitchens on a cane.  Mumbling constantly under her breath, you wonder if she is talking to you, or the voices in her head.  This ancient woman appears to have seen many ages come and go, and as you walk by her, she looks up at you with a scowl. ",SCAVENGER ISNPC AGGRESSIVE STAY-ZONE,,-375,Y,14,11,20,30,20,40,70,640,355,355,2,6,3,5,15,10,10,1,37500,3600,1200,38700,109,Standing,Standing,female,Troll,,0,,,,,0,,,
The Canticle,13,1303," The Gargon"," gargon"," The Gargon, chained to the wall, is hunched over an evil looking brew. "," This ragged looking witch that is chained to the wall is truly a pitiful sight. She is filthy and covered from head to toe in warts.  Sweating and working over a foul looking brew (which you hope isn't someone's dinner), she is quite disgusting. ",SENTINEL ISNPC STAY-ZONE,,-375,Y,16,8,20,40,10,75,115,475,295,295,2,7,1,3,15,9,9,1,38500,4000,1333,39833,135,Standing,Standing,female,Humanoid,,0,,,,,0,,,
The Canticle,13,1304," The Blue Rook"," blue rook"," The Blue Rook is standing quietly, eyes closed, and arms raised to the heavens. "," The Blue Rook stands before you clad in the trappings of his fellow knights, with the lone exception that his is painted a brilliant blue. The lieutenant of the other troops in the Canticle, the Blue Rook passes his time in deep meditation here in his isolated chamber.  While he does not immediately acknowledge your presence, you know instinctively that he is watching your every move very carefully. ",SENTINEL ISNPC STAY-ZONE,,0,Y,16,7,5,1,20,380,381,400,390.5,390.5,3,6,3,6,21,13.5,13.5,1,36200,3750,1250,37450,95,Sitting,Sitting,male,Warrior,,0,,,,,0,,,
The Canticle,13,1305," Sentinel of the Guard"," sentinel watch guard"," The Sentinel of the Guard stands here at his post. "," The knights chosen for the Sentinel of the Guard are truly the elite of the Order.  Weapons ever at the ready, these knights have been chosen for their blind allegiance to the order.  Standing here to guard the Tower, and it's inhabitant Ustan, these men are not to be trifled with. ",SENTINEL ISNPC STAY-ZONE,,350,Y,15,12,4,170,3,50,220,560,390,390,2,7,1,3,15,9,9,1,38490,3500,1166,39656,101,Standing,Standing,male,Warrior,,0,,,,,0,,,
The Canticle,13,1306," The Demi-Wolf"," demi wolf demiwolf"," A Demi-Wolf sits in the shadows, guarding the door. "," The Demi-Wolf is a dangerous animal born of magic and darkness.  Half demon and half wolf, this evil creature has been bent to the will of the master of the Canticle.  Loyal to none but the Overlord, this creature makes the perfect protector. ",SENTINEL ISNPC AGGRESSIVE STAY-ZONE,,-350,Y,16,9,20,0,1,400,400,400,400,400,2,7,1,3,15,9,9,1,45000,0,0,45000,112,Standing,Standing,neutral,Lesser Lycanthrope,,0,,,,,0,,,
The Canticle,13,1307," The Overlord of the Canticle"," overlord order light canticle"," The Overlord of the Canticle stands before you. "," The Overlord is here dressed in a full suit of bronze battle armor.  His face is covered with a mask of the purest silver.  From the edges of the mask you can see a blue light emanate, bringing to mind the rumors of the origins of this creature.  Is it true that the Overlord is the spawn of some demon?  Could this explain the Demi-Wolves that guard these chambers? Whatever it's origins, this creature is enormous, standing well over seven feet tall.  His glowing eyes penetrate you as you try to determine your next move. ",SENTINEL SCAVENGER ISNPC AGGRESSIVE STAY-ZONE,DETECT-INVISIBLE SANCTUARY DODGE INVUL,0,Y,16,5,-5,35,25,100,135,975,555,1110,5,5,1,6,26,16,16,1,63000,20000,6666,69666,62,Standing,Standing,male,Lesser Planar,,1," BASH"," RAN_ROOM"," 15"," ",0,,,
The Canticle,13,1308," Ustan, Knight of the Order of the Light"," ustan knight"," Ustan, the revered Knight of the Order of the Light stands here. "," Ustan the Just.  Ustan the Holy.  Ustan the Righteous.  These are all names that have been associated with this powerful knight that you see before you.  Now in his declining years, you can see that this man was once a powerful warrior.  Ustan spends the golden years of his service here in the Tower, keeping his eyes on the horizon at all times, ever vigilant of the forces of evil. ",SENTINEL ISNPC,,350,Y,14,12,6,20,35,100,120,800,460,460,1,10,7,8,17,12.5,12.5,1,37000,3500,1166,38166,82,Standing,Standing,male,Human,,1," DISARM"," RAN_GROUP"," 15"," ",0,,,
The Canticle,13,1309," The fallen knight of the order."," knight fallen prisoner"," The fallen knight of the order crouches here in the darkness. "," This former knight is now a prisoner in disgrace.  Stripped of all his armor and trappings of the Order, he now wanders these tunnels in search of food, water, and a way to restore his honor in the eyes of Ustan and the Overlord. ",SCAVENGER ISNPC AGGRESSIVE,SNEAK DUAL,0,Y,14,8,3,40,11,75,115,515,315,315,2,8,1,3,17,10,13,1.3,40000,3900,1300,41300,131,Standing,Standing,male,Warrior,,1," KICK"," RAN_GROUP"," 10"," ",0,,,
The Canticle,13,1310," Vulzala, Troll Witch of the Canticle"," troll witch vulzala"," Vulzala, the troll witch of the canticle skulks in the shadows. "," An old yet still large troll stands next to the fire. She has been a servant of the Canticle for a very long time. Why she was relegated to living under a bridge is unknown, but she continues to listen for signs of those returning to the fortress. She calmly stirs the contents of the cauldron and barely registers your presence. ",SENTINEL ISNPC,SANCTUARY,-400,Y,20,6,-1,4,25,1200,1204,1300,1252,2504,1,1,25,26,26,26,26,1,80000,8000,2666,82666,33,Standing,Standing,female,Troll,,0,,,,,0,,,
The Canticle,13,1311," Humfridus, Captain of the Order of the Light"," captain knight humfridus"," Humfridus, the Last Captain of the Order waits for the next challenger. "," A large muscular man sits here. He is the captain of the Order of the Light and he is the last of his command. Just like his comrades in arms, he has survived many encounters and continues to do his duty. Guard the keep and protect it against evil. He looks at you with a blank yet serious stare. ",SENTINEL ISNPC,SANCTUARY,400,Y,20,6,-1,4,25,1250,1254,1350,1302,2604,1,1,28,29,29,29,29,1,85000,9500,3166,88166,33,Standing,Standing,male,Human,,0,,,,,0,,,
